Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
1133,BioBar,BIOB,30439.6343854,0.0343657,885756.274,421.613,-0.99,10.41,1.25
1134,CybCSec,XCS,28929.4792456,0.00244459,11834082.2983,,,,-43.37
1135,Bitvolt,VOLT,28109.3505028,0.00186,15112554.0338,180.368,-1.00,16.99,7.68
1136,High Voltage,HVCO,25190.2241755,0.016859,1494170.72042,0.0,,,-7.04
1137,Antilitecoin,ALTC,25120.0275575,0.000797142,31512613.2578,115.689,-1.00,25.35,2.56
1138,FuturXe,FXE,24604.8008454,0.104514,235421.1,326.906,-1.00,-27.57,54.99
1139,Coimatic 3.0,CTIC3,22678.7234696,0.010037,2259512.152,310.101,-1.00,5.13,-8.71
1140,Rawcoin,XRC,22081.9793904,0.0313272,704882.0,410.798,-0.54,-17.04,-17.98
1141,Concoin,CONX,20171.6847218,0.0271028,744265.711357,5.88166,-1.00,17.17,29.15
1142,P7Coin,P7C,19677.6174111,0.000558702,35220238.0,0.0,,0.14,29.36
1143,Coimatic 2.0,CTIC2,15582.0143325,0.00115143,13532750.0,269.189,-1.00,15.27,-21.15
1144,GeyserCoin,GSR,14523.6381129,0.309911,46863.9,75.0473,-1.00,29.79,2.59
1145,Ulatech,ULA,14084.656951,0.0691742,203611.418,1.32857,-1.00,52.40,-24.26
1146,NodeCoin,NODC,13974.1798913,0.0083257,1678439.03712,8.3257,-1.00,11.42,2.56
1147,Magnum,MGM,12639.8259277,0.00309999,4077376.3553,112.661,-1.00,14.70,-5.54
1148,Save and Gain,SANDG,12462.7641746,0.00406642,3064800.039,0.0,,,-18.82
1149,Selfiecoin,SLFI,9550.57957239,8.85713e-05,107829280.731,1.77143,-1.00,,2.56
1150,Digital Credits,DGCS,2580.25088849,0.000442856,5826388.00985,60.4937,-0.99,11.42,2.56
1151,CCMiner,CCM100,1694.01309304,0.000504108,3360417.0,,,17.17,-39.58
1152,PizzaCoin,PIZZA,1622.46992624,0.00117748,1377917.18436,0.0,,,-24.26
1153,Ebittree Coin,EBT,1231.99254956,0.000974284,1264510.7069,452.525,-1.00,-23.40,-23.07
1154,Abncoin,ABN,1199.25826943,0.0177143,67700.009,216.29,-1.00,33.44,-42.54
1155,AppleCoin,APW,10.6599345612,8.85713e-05,120354.274592,225.857,-0.99,,3.25
1156,Huobi Token,HT,?,1.53665,,314708000.0,-2.58,8.71,
1157,ATMCoin,ATMC,?,7.00718,,133541000.0,0.00,-2.34,3.49
1158,Elastos,ELA,?,57.1222,,55567200.0,-0.85,5.31,10.51
1159,True Chain,TRUE,?,1.2092,,40155900.0,4.07,42.82,8.15
1160,Ruff,RUFF,?,0.160556,,33015600.0,-3.72,44.87,23.83
1161,OFCOIN,OF,?,0.00390076,,20564000.0,-1.47,6.79,5.24
1162,LinkEye,LET,?,0.0757112,,16354400.0,-2.20,14.46,-21.94
1163,EDUCare,EKT,?,0.136407,,16295900.0,-1.35,9.15,-1.84
1164,WePower,WPR,?,0.160208,,15895800.0,0.19,-18.14,
1165,AI Doctor,AIDOC,?,0.0799697,,15365900.0,-1.08,12.59,-10.74
1166,DATA,DTA,?,0.0235035,,14750700.0,-3.09,14.49,-19.23
1167,STK,STK,?,0.221798,,12591800.0,-0.28,15.32,-13.13
1168,Electronic PK...,EPC,?,0.134467,,11350000.0,-4.89,4.33,5.94
1169,Jibrel Network,JNT,?,0.61762,,11275400.0,0.16,9.02,
1170,OceanChain,OC,?,0.0132777,,9466340.0,5.17,7.64,5.39
1171,Bitcoin Diamond,BCD,?,42.0547,,7971770.0,-0.81,51.62,256.26
1172,Medicalchain,MTN,?,0.366755,,7504200.0,-0.68,11.46,
1173,Genaro Network,GNX,?,0.495471,,7394440.0,-2.04,26.78,21.23
1174,Matryx,MTX,?,0.962623,,7068200.0,0.92,17.72,59.52
1175,TopChain,TOPC,?,0.0613798,,6494000.0,-0.76,6.97,2.83
1176,SmartMesh,SMT,?,0.0706636,,6312170.0,-0.89,13.06,7.10
1177,Nework,NKC,?,0.0597182,,5804000.0,-1.20,9.88,-1.07
1178,ChatCoin,CHAT,?,0.293803,,5734770.0,-1.21,10.76,2.17
1179,Lightning Bit...,LBTC,?,356.654,,5536870.0,9.89,7.94,-32.63
1180,THEKEY,TKY,?,0.031132,,4800580.0,-1.90,-4.11,
1181,Zilla,ZLA,?,0.354758,,4178110.0,-0.79,20.12,
1182,WaykiChain,WIC,?,0.399445,,3953170.0,-0.07,16.55,12.64
1183,EchoLink,EKO,?,0.0959622,,3389350.0,-0.56,28.48,0.87
1184,Aidos Kuneen,ADK,?,56.6856,,3321170.0,5.39,7.34,41.35
1185,HalalChain,HLC,?,0.419257,,3061910.0,2.43,23.81,4.63
1186,Yee,YEE,?,0.0270247,,3056660.0,1.44,14.93,-5.44
1187,Kcash,KCASH,?,0.196233,,2496550.0,-2.09,9.16,15.06
1188,BitcoinX,BCX,?,0.0106387,,2324990.0,-5.18,27.30,-27.74
1189,Hyper Pay,HPY,?,0.0652814,,2197670.0,-1.75,24.54,17.66
1190,Show,SHOW,?,0.00554407,,2161300.0,-2.46,8.08,2.23
1191,Rebellious,REBL,?,0.0877622,,2138620.0,-1.17,28.45,6.49
1192,LightChain,LIGHT,?,0.00438095,,1859530.0,-2.59,11.97,-4.51
1193,United Bitcoin,UBTC,?,90.4921,,1575710.0,0.92,10.10,-11.19
1194,Fortuna,FOTA,?,0.0965577,,1571540.0,1.59,12.76,-4.98
1195,SpaceChain,SPC,?,0.254423,,1564320.0,-0.93,22.37,-8.54
1196,Acute Angle C...,AAC,?,0.18449,,1437810.0,-1.20,4.75,1.21
1197,StarChain,STC,?,0.125503,,1367220.0,-0.28,14.88,5.07
1198,ugChain,UGC,?,0.0925531,,1296430.0,-1.07,4.06,-26.17
1199,Tezos (Pre-La...,XTZ,?,3.40649,,1186710.0,-1.01,21.21,18.82
1200,BOScoin,BOS,?,0.580581,,1181800.0,4.44,0.95,-36.08
1201,Scry.info,DDD,?,0.301327,,1153620.0,0.41,16.59,1.69
1202,RealChain,RCT,?,0.0904248,,1022850.0,-0.72,13.54,-6.83
1203,Bottos,BTO,?,0.155856,,970806.0,0.14,19.27,-10.87
1204,Fargocoin,FRGC,?,8.66063,,929879.0,-0.13,-1.26,-11.35
1205,ENTCash,ENT,?,0.160463,,906849.0,10.01,41.13,148.26
1206,Super Bitcoin,SBTC,?,27.534,,874481.0,1.28,20.08,-17.97
1207,Zeepin,ZPT,?,0.0943367,,831645.0,0.27,17.20,-17.61
1208,ShareX,SEXC,?,0.0275024,,831276.0,-0.56,2.08,-0.86
1209,UG Token,UGT,?,0.841721,,789740.0,-0.57,11.26,-1.79
1210,AWARE,AWR,?,0.0273403,,782419.0,-4.62,-2.99,-16.45
1211,SelfSell,SSC,?,0.0974861,,778874.0,-10.97,5.93,-20.23
1212,Titanium Bloc...,BAR,?,1.53207,,735488.0,2.64,37.02,32.27
1213,InvestDigital,IDT,?,0.072047,,694628.0,-2.54,7.29,-7.28
1214,SwissBorg,CHSB,?,0.0757388,,670687.0,0.32,29.49,
1215,CoinFi,COFI,?,0.110255,,670673.0,0.55,0.81,-36.72
1216,BigONE Token,BIG,?,4.69913,,648648.0,-1.05,7.19,-19.23
1217,ATN,ATN,?,1.59439,,615752.0,1.49,8.40,12.50
1218,CPChain,CPC,?,0.279489,,572746.0,-3.93,0.73,-0.48
1219,Read,READ,?,0.0385375,,542045.0,1.94,11.05,8.30
1220,COMSA [ETH],CMS,?,1.30384,,538721.0,1.32,9.11,25.42
1221,ValueChain,VLC,?,0.0798456,,516765.0,0.56,-16.49,1.00
1222,Candy,CANDY,?,0.000798456,,494488.0,-0.56,8.39,-37.85
1223,Qube,QUBE,?,0.0653787,,478170.0,-0.59,2.55,-17.57
1224,Hydro Protocol,HOT,?,0.0803943,,448689.0,-3.45,12.51,-30.47
1225,UnlimitedIP,UIP,?,0.063558,,418722.0,-0.39,16.56,-9.93
1226,Molecular Future,MOF,?,0.317671,,418082.0,0.25,12.83,-9.27
1227,AidCoin,AID,?,0.304816,,415652.0,1.33,16.47,-23.95
1228,RefToken,REF,?,26.5048,,407998.0,0.43,37.96,41.94
1229,DavorCoin,DAV,?,0.0647456,,372711.0,-1.09,-26.92,-98.96
1230,aXpire,AXP,?,0.0707321,,372697.0,4.52,14.55,10.87
1231,CargoX,CXO,?,0.121522,,341758.0,0.52,9.62,-30.15
1232,FairGame,FAIR,?,0.0512588,,317140.0,1.62,10.84,16.09
1233,Bitcoin Light...,BLT,?,9.13179,,302441.0,-14.61,19.40,42.58
1234,Matrix AI Net...,MAN,?,0.696367,,299789.0,1.07,17.53,0.99
1235,CFun,CFUN,?,0.0296677,,293181.0,0.06,5.94,-1.83
1236,iQuant,IQT,?,0.14079,,291938.0,16.67,11.85,-8.22
1237,PressOne,PRS,?,0.702028,,289922.0,-3.71,6.53,-19.46
1238,POLY AI,AI,?,3.83125,,266730.0,-4.47,2.76,-53.81
1239,COMSA [XEM],CMS,?,1.29599,,258623.0,0.19,8.09,23.40
1240,Filecoin [Fut...,FIL,?,21.3228,,252604.0,-0.42,7.54,-12.43
1241,Mobius,MOBI,?,0.209787,,244547.0,0.49,18.08,-2.36
1242,Content and A...,CAN,?,0.0404066,,226360.0,-0.11,25.90,5.94
1243,WINCOIN,WC,?,1.28101,,225889.0,-3.81,6.80,7.45
1244,DRP Utility,DRPU,?,0.773294,,202290.0,-4.38,-20.02,
1245,Mixin,XIN,?,940.759,,201320.0,-6.31,4.67,-24.47
1246,Measurable Da...,MDT,?,0.126804,,188309.0,1.12,11.25,-41.87
1247,StrongHands,SHND,?,1.6402e-06,,175880.0,6.34,16.34,50.92
1248,adbank,ADB,?,0.0256513,,170041.0,-0.12,-3.67,
1249,Numus,NMS,?,7.27987,,162114.0,0.41,8.61,26.46
1250,Vezt,VZT,?,0.214252,,157260.0,-0.55,-5.57,-20.15
1251,MOAC,MOAC,?,13.2649,,156852.0,0.72,7.12,4.44
1252,TokenClub,TCT,?,0.029071,,147028.0,-8.18,5.45,-13.76
1253,Datawallet,DXT,?,0.137512,,141848.0,5.57,19.80,
1254,Bitcoin White,BTW,?,0.272356,,140727.0,-2.62,0.61,-35.15
1255,Polymath Network,POLY,?,0.869356,,138408.0,1.89,10.01,3.34
1256,Pundi X,PXS,?,1.48375,,132617.0,-6.27,6.49,-34.57
1257,TechShares,THS,?,0.528738,,124509.0,13.46,26.47,11.59
1258,Health Mutual...,HMC,?,0.0714273,,122166.0,-2.95,19.18,-30.35
1259,BlockCDN,BCDN,?,0.119138,,117124.0,-0.22,5.32,-7.00
1260,SegWit2x,B2X,?,9.33016,,116662.0,-10.35,-0.35,-13.02
1261,U.CASH,UCASH,?,0.00901227,,113395.0,-1.01,,
1262,ClubCoin,CLUB,?,1.24026,,105819.0,-1.02,10.57,-12.63
1263,Swisscoin,SIC,?,0.00230285,,103259.0,-13.79,21.40,-24.89
1264,Zap,ZAP,?,0.31219,,98301.3,2.21,11.16,10.45
1265,Infinitecoin,IFC,?,0.000229035,,91564.8,-5.01,41.58,21.63
1266,President Trump,PRES,?,0.0581838,,88549.7,-0.92,-44.05,-79.41
1267,Jiyo,JIYO,?,0.0442856,,83227.3,10.01,85.65,-31.90
1268,GoldMint,MNTP,?,2.30064,,77661.4,-0.99,,
1269,DIMCOIN,DIM,?,0.00642303,,76693.5,0.49,4.04,-32.46
1270,Tokugawa,TOK,?,2.05477,,72875.1,-3.16,8.88,5.55
1271,WETH,WETH,?,1096.53,,72595.6,-4.81,30.67,22.94
1272,EtherSportz,ESZ,?,0.401022,,67302.5,-0.56,-20.16,
1273,Maggie,MAG,?,0.0344013,,63008.8,-0.89,8.45,-10.28
1274,Crypterium,CRPT,?,0.796886,,61914.8,-3.60,7.25,-32.02
1275,Ignition,IC,?,12.0316,,61413.1,2.01,-2.07,-30.12
1276,Jingtum Tech,SWTC,?,0.0115573,,59115.6,-0.32,-1.60,-10.81
1277,Infinity Econ...,XIN,?,0.0139943,,55876.0,-0.82,12.13,3.38
1278,Tokenbox,TBX,?,0.823567,,52263.5,-0.69,8.50,-8.48
1279,Speed Mining ...,SMS,?,49.2975,,51428.9,-1.19,6.29,-15.79
1280,Fonziecoin,FONZ,?,0.00309999,,48918.3,-1.40,77.21,52.89
1281,IPChain,IPC,?,0.710419,,47263.1,-0.74,11.11,0.33
1282,TerraNova,TER,?,24.679,,47033.3,0.67,8.39,12.49
1283,Sphre AIR,XID,?,0.242994,,45237.1,-0.37,9.96,-2.75
1284,StrikeBitClub,SBC,?,0.0608485,,44483.0,-1.11,5.72,-17.82
1285,CryptopiaFeeS...,CEFS,?,2750.1,,43018.4,-0.80,18.15,-6.61
1286,Kzcash,KZC,?,3.8401,,42798.0,-0.03,6.61,-0.97
1287,Escroco,ESC,?,0.894747,,41325.2,-0.08,-2.24,35.41
1288,Sparks,SPK,?,3.18941,,39429.0,0.63,-5.92,-23.29
1289,EA Coin,EAG,?,0.61123,,39318.0,-6.61,-19.88,-58.83
1290,MergeCoin,MGC,?,0.0644799,,38354.4,-1.00,29.08,67.90
1291,Travelflex,TRF,?,0.131039,,33496.7,-0.55,-0.74,-16.12
1292,FidentiaX,FDX,?,0.14374,,32897.1,-4.90,-25.09,-41.61
1293,GameChain System,GCS,?,0.0180324,,31480.6,-6.04,-8.46,-26.79
1294,InfChain,INF,?,0.00928233,,29558.6,-2.59,8.52,-5.99
1295,Bitcoin God,GOD,?,53.5164,,28279.9,-0.49,11.91,-13.93
1296,Harvest Maste...,HC,?,1.42626,,27140.3,2.46,-7.21,8.30
1297,Golos Gold,GBG,?,0.109051,,25751.2,0.38,13.19,-4.33
1298,MSD,MSD,?,0.0063275,,24547.9,-0.44,11.52,22.37
1299,Phantomx,PNX,?,0.147359,,23070.5,15.53,35.06,99.00
1300,TimesCoin,TMC,?,1.12486,,22360.9,-0.21,14.54,6.45
1301,ArbitrageCT,ARCT,?,0.0186647,,22043.3,0.41,0.89,6.79
1302,KlondikeCoin,KDC,?,0.0324171,,20991.2,6.06,-18.59,
1303,WeAreSatoshi,WSX,?,0.0109828,,20748.9,-6.29,-5.19,2.09
1304,Equal,EQL,?,0.00456689,,20269.6,-0.55,22.24,-19.76
1305,IDEX Membership,IDXM,?,6432.01,,20046.6,1.42,35.06,19.21
1306,Galactrum,ORE,?,3.27085,,19641.1,-0.99,1.43,-10.17
1307,Bitair,BTCA,?,0.00429442,,19102.1,-3.54,17.44,6.21
1308,B3Coin,KB3,?,0.0180685,,18964.2,-0.99,11.43,-15.13
1309,ZenGold,ZENGOLD,?,0.0520799,,18635.9,-1.03,16.16,3.14
1310,Nitro,NOX,?,0.366218,,18083.6,-0.66,15.35,-11.83
1311,Maverick Chain,MVC,?,0.081397,,16415.3,-0.99,6.72,12.27
1312,HTML5COIN,HTML5,?,0.00159428,,13047.2,4.79,17.98,-19.74
1313,Swarm,SWM,?,1.25681,,12333.3,1.99,3.58,
1314,Granite,GRN,?,0.0170057,,11810.7,0.50,5.91,5.85
1315,Bitcoin Atom,BCA,?,32.2001,,11251.6,-2.56,14.53,-9.03
1316,BT2 [CST],BT2,?,61.1788,,11023.8,-2.15,23.55,5.63
1317,UniversalRoya...,UNRC,?,0.00176898,,10275.2,3.36,17.14,-6.20
1318,Crave,CRAVE,?,0.499256,,10255.3,1.07,13.07,-2.15
1319,Royalties,XRY,?,0.000177143,,9799.46,-1.03,11.42,-9.59
1320,Smartlands,SLT,?,1.01659,,9277.39,-3.68,-24.19,-57.81
1321,OX Fina,OX,?,0.00113086,,8760.59,-6.75,3.84,15.04
1322,Pabyosi Coin ...,PCS,?,0.167228,,8656.44,-0.83,17.83,53.98
1323,T-coin,TCOIN,?,0.000177683,,8645.87,-1.00,33.66,8.76
1324,Cyder,CYDER,?,0.00797142,,8018.88,-1.03,1.05,-30.25
1325,First Bitcoin,BIT,?,0.0410085,,7879.95,-1.84,9.63,111.89
1326,International...,XID,?,0.00389714,,7815.66,-1.03,-4.37,
1327,United Trader...,UTT,?,0.740576,,7576.32,-0.78,2.81,-1.30
1328,Bankex,BKX,?,1.03782,,7174.23,10.76,20.79,-4.91
1329,Wowcoin,WOW,?,9.04337e-05,,7000.96,-0.51,-14.75,-60.22
1330,Lazaruscoin,LAZ,?,0.00106286,,6776.48,-25.77,-29.63,-12.09
1331,SHACoin,SHA,?,0.00566856,,6721.96,2.67,-21.09,19.72
1332,BitSoar,BSR,?,0.192643,,6626.25,7.89,2.81,45.94
1333,Protean,PRN,?,8.85962e-05,,6540.91,-0.92,23.27,11.80
1334,Triaconta,TRIA,?,20.8486,,6130.37,-0.56,11.33,28.27
1335,CoffeeCoin,CFC,?,0.00327714,,5853.94,7.74,16.19,
1336,PeepCoin,PCN,?,1.45891e-05,,5825.51,0.81,0.65,15.30
1337,Cloud,CLD,?,0.0745877,,5791.54,-1.82,0.67,-30.44
1338,Monero Gold,XMRG,?,0.000177143,,5773.57,-30.10,9.91,-99.79
1339,Safe Trade Coin,XSTC,?,0.00141714,,5507.52,-6.82,5.52,-21.42
1340,NamoCoin,NAMO,?,0.000353946,,5269.95,-1.00,23.71,11.02
1341,DeusCoin,DEUS,?,0.213988,,5126.05,10.12,46.57,34.29
1342,WA Space,WA,?,0.0151457,,4756.77,-1.00,7.67,2.82
1343,IrishCoin,IRL,?,0.0163857,,4662.23,-1.00,30.46,2.07
1344,Zilbercoin,ZBC,?,0.0469989,,4570.46,-7.93,35.70,-4.12
1345,GOLD Reward T...,GRX,?,0.0649092,,4422.25,3.02,17.92,-39.36
1346,MarxCoin,MARX,?,0.00318842,,4060.86,-0.99,4.69,13.88
1347,Wi Coin,WIC,?,0.00373825,,3910.36,-6.33,25.44,26.08
1348,SISA,SISA,?,0.013534,,3898.14,-0.49,30.00,0.94
1349,Huncoin,HNC,?,0.00132857,,3413.82,-21.84,-7.15,-27.36
1350,Storjcoin X,SJCX,?,1.09838,,3299.63,-0.30,6.06,12.74
1351,RubleBit,RUBIT,?,0.00761713,,3281.82,21.64,74.83,-21.95
1352,Macro,MCR,?,0.859694,,3274.39,-1.38,8.70,20.93
1353,Golfcoin,GOLF,?,0.000177143,,3011.53,-30.11,11.42,-36.15
1354,NEO GOLD,NEOG,?,0.00630454,,2965.2,-0.96,-23.30,-63.09
1355,GlassCoin,GLS,?,0.394939,,2846.15,-0.99,30.77,22.84
1356,CORION,COR,?,0.407428,,2770.39,-1.03,2.23,21.08
1357,BitSerial,BTE,?,0.0700511,,2565.61,-1.73,25.53,-44.26
1358,VPNCoin,VASH,?,0.00336571,,2388.5,-0.62,17.61,-16.06
1359,SIGMAcoin,SIGMA,?,0.0532304,,2259.61,-0.56,33.59,-17.43
1360,BestChain,BEST,?,0.00765764,,2204.64,-0.99,6.58,3.57
1361,PlexCoin,PLX,?,0.0269199,,2134.78,-1.00,3.95,-5.90
1362,Blockchain Index,BLX,?,4.29392,,2130.99,-0.56,11.30,2.13
1363,Regacoin,REGA,?,0.00150571,,2010.94,-0.99,-33.40,-56.12
1364,Alphabit,ABC,?,77.5811,,1967.91,-0.82,16.49,-29.86
1365,Animecoin,ANI,?,0.00186,,1854.47,9.43,14.09,1.74
1366,LandCoin,LDCN,?,0.0061377,,1788.16,-0.24,46.66,-43.42
1367,ZSEcoin,ZSE,?,0.0335209,,1782.5,-0.08,7.51,2.16
1368,Internet of T...,XOT,?,819.551,,1745.74,-0.99,3.41,6.62
1369,Ethereum Lite,ELITE,?,0.335168,,1698.38,-0.98,9.12,0.84
1370,GrandCoin,GDC,?,0.000442856,,1660.11,-1.00,8.47,
1371,BTCMoon,BTCM,?,0.00923112,,1653.91,-0.85,26.75,-15.14
1372,CasinoCoin,CSC,?,0.00177143,,1637.14,-0.99,20.69,9.46
1373,Musiconomi,MCI,?,0.101857,,1631.28,-0.99,1.67,2.46
1374,Vulcano,VULC,?,0.00686443,,1607.39,-0.98,10.63,1.90
1375,DynamicCoin,DMC,?,0.00387455,,1429.68,8.84,34.19,14.78
1376,President Joh...,GARY,?,0.141625,,1421.6,-0.99,17.14,11.40
1377,Cubits,QBT,?,0.00522571,,1361.51,-1.00,7.80,-4.96
1378,India Coin,INDIA,?,0.000885713,,1324.64,-0.99,11.42,-19.51
1379,Primulon,PRIMU,?,0.000442856,,1293.17,-1.00,39.28,5.16
1380,TopCoin,TOP,?,0.00230285,,1241.01,-0.99,11.42,-14.57
1381,Aces,ACES,?,0.000503686,,1216.12,-0.77,-48.27,-50.17
1382,Tellurion,TELL,?,0.000836542,,1192.16,-18.09,49.13,-6.85
1383,First Bitcoin...,BITCF,?,0.240117,,1186.05,-0.99,-32.45,8.73
1384,XTD Coin,XTD,?,0.000177143,,1161.45,-0.99,122.85,96.65
1385,Sense,SENSE,?,0.0441711,,1144.78,0.07,12.27,-5.16
1386,TeslaCoilCoin,TESLA,?,1.10688,,1105.19,-1.03,7.98,-1.21
1387,Wink,WINK,?,0.000734486,,1079.44,-0.99,-77.53,19.77
1388,Sand Coin,SND,?,2.31993,,991.805,-0.90,23.19,64.16
1389,EncryptoTel [...,ETT,?,0.0792325,,949.529,-1.23,6.45,-2.17
1390,Francs,FRN,?,0.0668661,,928.976,-1.03,6.35,-17.42
1391,Sakuracoin,SKR,?,0.00637713,,810.038,-1.00,20.52,25.48
1392,FlappyCoin,FLAP,?,1.3172e-05,,796.061,-9.57,-20.44,-68.63
1393,STEX,STEX,?,1.90688,,763.676,16.01,6.95,78.46
1394,Donationcoin,DON,?,0.00230285,,760.356,11.88,31.68,33.32
1395,Happy Creator...,HCC,?,8.85713e-05,,753.542,-1.00,11.42,-48.72
1396,UR,UR,?,0.00256857,,744.216,6.30,7.71,19.63
1397,Omicron,OMC,?,0.203803,,721.218,-1.00,16.54,-6.43
1398,Compcoin,CMP,?,13.7494,,653.275,11.33,25.33,11.51
1399,Moneta,MONETA,?,0.000531428,,599.251,18.76,40.43,2.56
1400,Minex,MINEX,?,0.0203762,,488.256,-0.85,18.85,-47.80
1401,Sharkcoin,SAK,?,0.00619999,,437.519,-1.00,28.48,16.58
1402,Fazzcoin,FAZZ,?,0.0626696,,431.925,-1.00,12.20,-29.80
1403,EDRCoin,EDRC,?,0.108428,,430.4,-0.95,14.67,-25.23
1404,FireFlyCoin,FFC,?,0.000354285,,390.329,-0.99,-10.86,-31.63
1405,HODL Bucks,HDLB,?,0.137817,,377.81,-0.99,19.38,-1.59
1406,Antimatter,ANTX,?,0.000177143,,364.938,-1.00,-23.69,-1.60
1407,FAPcoin,FAP,?,0.00430702,,348.132,-6.49,37.56,-17.31
1408,Qora,QORA,?,0.274029,,301.621,-0.99,11.42,2.50
1409,Rupaya [OLD],RUPX,?,0.00522571,,299.029,9.50,13.34,28.74
1410,X2,X2,?,0.000354285,,284.444,-0.99,35.46,36.74
1411,UNCoin,UNC,?,8.85713e-05,,283.039,-1.00,11.42,2.56
1412,Avoncoin,ACN,?,0.000974284,,281.405,-16.23,-7.35,3.47
1413,TodayCoin,TODAY,?,0.000885713,,267.847,-1.00,20.95,2.56
1414,Halloween Coin,HALLO,?,0.000443065,,247.917,-0.99,39.30,-5.42
1415,GAY Money,GAY,?,0.0379085,,230.538,-1.00,11.42,-6.98
1416,High Gain,HIGH,?,0.000619999,,228.665,-0.99,21.35,8.01
1417,Akuya Coin,AKY,?,0.02542,,224.06,-0.99,7.72,3.64
1418,NumusCash,NUMUS,?,0.000265714,,221.64,-0.99,20.44,-0.02
1419,Pirate Blocks,SKULL,?,0.00465513,,215.093,-5.39,-3.36,2.67
1420,Dutch Coin,DUTCH,?,0.00106286,,213.592,8.00,34.57,53.57
1421,Bitok,BITOK,?,0.000177143,,210.033,-1.00,25.14,105.11
1422,AlpaCoin,APC,?,0.00999848,,200.444,-0.93,20.94,7.27
1423,RichCoin,RICHX,?,0.00673142,,179.628,-1.03,11.42,1.22
1424,ANRYZE,RYZ,?,0.0108943,,173.202,-5.10,3.83,-12.34
1425,PayPeer,PAYP,?,8.85713e-05,,172.09,-0.99,11.42,-48.72
1426,PinkDog,PDG,?,0.000177143,,156.494,-0.99,11.42,-65.63
1427,MoneyCoin,MONEY,?,0.000177143,,148.689,-0.99,11.42,105.11
1428,TeraCoin,TERA,?,1.60615e-05,,148.163,-1.64,559.42,320.47
1429,GoldMaxCoin,GMX,?,0.00186,,145.201,-0.99,12.48,-38.99
1430,RabbitCoin,RBBT,?,2.40793e-05,,141.052,26.30,49.33,-36.04
1431,Rcoin,RCN,?,8.85713e-05,,126.355,-1.03,11.42,2.56
1432,Cheapcoin,CHEAP,?,0.00070857,,122.685,-1.00,11.42,2.56
1433,SafeCoin,SFE,?,8.85713e-05,,120.997,-0.99,11.42,-48.54
1434,UGAIN,GAIN,?,0.00369317,,107.576,1.11,-32.72,-63.18
1435,Bastonet,BSN,?,0.000885713,,104.814,-1.00,-25.72,-34.83
1436,Natcoin,NTC,?,0.0133235,,104.689,-0.62,0.65,-53.49
1437,BlazerCoin,BLAZR,?,0.00168195,,96.3254,-5.99,-18.36,-33.83
1438,EtherDelta Token,EDT,?,0.0417814,,88.7174,-0.56,11.30,-6.02
1439,Peacecoin,PEC,?,0.0170057,,77.3787,-1.03,17.08,-3.07
1440,DMarket,DMT,?,0.70965,,70.9739,-0.56,11.30,
1441,MobileCash,MBL,?,0.000354285,,59.3078,-0.99,11.39,105.11
1442,PrismChain,PRM,?,0.00177143,,58.0964,-1.03,11.42,13.95
1443,CyberCoin,CC,?,0.000265714,,56.9909,-1.03,67.13,53.80
1444,BitAlphaCoin,BAC,?,0.00469428,,50.6649,-1.00,,-30.31
1445,Bitbase,BTBc,?,0.00168285,,45.7759,-0.99,0.18,-16.28
1446,Digital Bulli...,DBG,?,0.00265714,,45.4885,-1.00,39.28,23.07
1447,Magnetcoin,MAGN,?,0.469605,,45.3336,-0.99,-2.96,-19.37
1448,Dashs,DASHS,?,0.0860027,,44.0821,-1.03,21.74,21.89
1449,Aseancoin,ASN,?,0.00717427,,40.3029,-1.03,-13.22,
1450,Runners,RUNNERS,?,0.000442856,,36.9794,-1.00,11.42,-14.54
1451,BetaCoin,BET,?,0.00478285,,36.9051,-0.99,5.56,-36.17
1452,Elacoin,ELC,?,0.359068,,34.0916,-0.99,7.56,26.53
1453,Opescoin,OPES,?,0.00283428,,29.1419,-0.99,42.58,42.69
1454,TeamUp,TEAM,?,0.000265714,,27.9705,-1.00,11.42,2.56
1455,DarkLisk,DISK,?,0.00203714,,27.3257,-0.99,6.75,31.04
1456,Cash Poker Pro,CASH,?,0.0532304,,26.6152,-0.56,11.33,-1.75
1457,The Vegan Ini...,XVE,?,0.000619999,,24.6365,-1.00,,-10.26
1458,ShellCoin,SHELL,?,0.0550913,,24.3303,-0.99,50.66,27.58
1459,Dubstep,DUB,?,0.00230285,,22.3881,-0.99,15.88,48.14
1460,Birds,BIRDS,?,0.000442856,,21.4461,-0.99,-7.15,13.98
1461,AvatarCoin,AV,?,0.0637713,,20.2632,,,24.73
1462,eLTC,ELTC2,?,0.00066538,,19.5178,-0.64,11.33,-26.24
1463,XDE II,XDE2,?,4.3097,,19.0528,-0.99,-4.82,-33.46
1464,Axiom,AXIOM,?,0.0128428,,18.2497,-0.99,11.39,2.56
1465,TurboCoin,TURBO,?,0.000177143,,14.8794,-0.99,122.85,66.55
1466,MMXVI,MMXVI,?,0.00354285,,14.3441,-1.00,,2.56
1467,LePen,LEPEN,?,8.85713e-05,,13.8345,-1.03,11.42,2.56
1468,iBTC,IBTC,?,0.00487857,,12.4204,-0.56,11.33,-1.89
1469,EggCoin,EGG,?,0.0231171,,11.3501,-0.99,,2.56
1470,Voyacoin,VOYA,?,1.02796,,10.345,-0.99,,4.25
